comment,label
bút mới xài được 1 lần đã hư rồi quá tệ 2 sao,1
đóng_gói sản_phẩm kém gửi hàng chậm sản_phẩm chưa dùng chưa biết thế_nào nhưng dự_là k ổn,1
giày xinh lắm chủ tư_vấn nhiệt_tình có cơ_hội sẽ ủng_hộ tiếp,0
chim_ưng,0
màu jenny lana lên môi em trông cứ na_ná nhau ạ có_điều jenny thiên hồng còn lana thiên đỏ í,0
 gói ỉu không giòn,1
giày hơi bẩn tí_tẹo nhg ksao,1
chất_lượng sản_phẩm tuyệt_vời hợp giá tiền,0
giày đẹp giá rẻ đã mua 2 đôi rất ưng_ý,0
khá ổn trong tầm giá,0
chia_sẽ bạn tý dùng zenfone 2 thật_sự thất_vọng những đã mong_đợi máy có độ sáng màn_hình thấp ra nắng mù luôn rất hay lỗi mất sóng đôi_khi nghe gọi đếntự_nhiên mất sóng ngắt cuộc_gọi giữa_chừng làm họ tưởng không thích nghe thật bất_tiện nghe_nói đa_số dòng zen 2 lỗi mất sóng sóng yếu chụp ảnh không đẹp tuy camera 8 chấm chỉ được điểm cộng duy_nhất có mặt kính_cường_lực chống được trầy_sướt nên khỏi phải dán màn_hình không bao_giờ dùng asus nửa,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất kem thơm mát mùi rất dễ_chịu,0
máy dùng 1 ngày hết pin chỉ dùng nghe_gọi quá tệ so sp khác cùng loại thỉnh_thoảng còn bị mất sóng điện_thoại,1
sản_phẩm có mùi thơm,0
để tiếp_xúc không_khí 1 như hướng_dẫn vẫn ko có tí gòn chăn cực mỏng,1
đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanhgiày đẹp rất đáng tiền,0
thẻ bìa cứng bóng nên đẹp bền dính bẩn dễ lau dính nước không rách màu_sắc khá thật tuy_nhiên chưa thấy sự hữu_ích cuả thẻ lý_do 1 do con mới gần 2 tuổi chưa được gặp nhiều loại rau_củ trái_cây nên nhìn ảnh cháu chưa nhận ra được 2 hình_ảnh trong thẻ trẻ trên 2 tuổi nghĩ nhiều hình cháu sẽ khó nhận_biết vì nó chưa giống rau_củ trái_cây cháu thấy ví_dụ như quả xoài 3 nếu_như trẻ chưa biết về tiếng anh nghĩ làm theo hướng_dẫn trên thẻ sẽ khiến trẻ ko hiểu phương_pháp của trẻ làm_quen thẻ bằng tiếng việt trước rồi mới nghĩ tới tiếng anh,1
nhiều cồn cực_kì dùng cay mắt,1
dùng sp rồi ok nên mua thêm đóng_gói sản_phẩm rất đẹp chắc_chắn,0
sp bọc_gói kỹ_càng nhưng nhìn màn thế_này ko biết lúc dán lên có hết ko ,0
phục_vụ rất kémđã nhắn_tin rất rõ_ràng lấy sản_phẩm màu hồng còn màu khác sẽ không lấy nt ok rồi nhận hàng rồi mở ra thấy sản_phẩm màu xanh ô hay gọi mù_màu hay_là vô_trách_nhiệm,1
đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời bàn_ủi đẹp thanks,0
1 sao thái_độ phục_vụ,1
giao siêu nhanh luônnn,0
 giày dặn màu đỏ giao màu hồng,1
samsung làm chủ dây_truyền công_nghệ ho tha_hồ ra sản_phẩm iphon muốn làm cái vỏ cũng phải thuê hãng khác làm,0
bàn rất nhỏ thấp giống như trong mấy bộ đồ_chơi của bé tính mua về bé ngồi tô màu nhưng quá thấp bỏ ra 200k để mua cái bàn giống đồ_chơi con_nít chứ không làm được nhựa rất mỏng yếu trước mua hàng tiki hài_lòng nhưng cái bàn thất_vọng,1
nói chunbg sản_phẩm được dùng thử tháng xem thế_nào đã,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh đc tặng thêm quà cảm_ơn nhiều ạ,0
vải xấu   xù_xì   mặc nóng   chất_lượng kém thất_vọng,1
không biết tiki có giao hàng lộn không cuốn nhà giả_kim bản tiếng anh rất tệ tệ ở chất_lượng trang sách cầm lên mất cả cảm_hứng để đọc giấy của sách màu sẫm thô thất_vọng quá,1
thời_gian giao hàng rất nhanh bán mặt_nạ yến từ thiên_nhiên rất tốt luôn mọi người ơi vô ủng_hộ nhé 3,0
rất xinh rất đáng tiền,0
bạn k hay đọc truyện nên mua hay đọc truyện k nên mua,1
mọi người nên ủng_hộ nhiều nha vì thực_sự rất uy_tính chất_lượng ạ luôn ủng_hộ hihi chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0
thật vớ vẫn 15 tuổi sống_sót ở saigon 0 5 dollar xin_lỗi chị_em ở quê nhưng 10 ngàn của chị chỉ đủ mua ổ bánh_mì thôi cách đặt vấn_đề một_cách hoang_đường có những chuyện đã đọc ở đâu_đó được chị xào_nấu lại vẫn không có đặc_sắc,1
không đẹp 9tr mua đồng_hồ nhật hay tissot đeo vẫn sướng hơn,1
yummy,0
màu lên cực đẹp cực mịn không bị vết trên mặt 3 rất thích nha tks nhiều nè 3 còn được tặng thêm những món quà nhỏ_nhỏ nữa,0
sấu giòn chua_chua ngot_ngot ấy ngon giao hang nhanh dong goi đep nhiêt_tinh 5,0
thời_gian giao hàng qua trê,1
mat tien mua ko xai dx con nge nc thay buc chất_lượng sản_phẩm rất kém,1
vận_chuyển lâu ghê,1
thiếu hàng quá nhiều,1
voucher như mô_tả hài_lòng,0
dù nhận hàng kích_hoạt hơi chậm nhưng cũng đã hỗ_trợ nhiệt_tình mới dùng thấy tốc_độ cũng vừa_vừa cảm_ơn,0
đã xài được 2 năm đã hư mất hết hình_ảnh dữ_kiệu người dùng,1
nhận được cái gọt bút chì khá thất_vọng vì kích_thức bé tí không vừa cái bút chì chắc chỉ gọt ngòi_bút chì được thui nghĩ tiki nên ghi rõ kích_thức để khách_hàng khỏi nhầm_lẫn chứ nhìn hình_ảnh rõ to thực_tế bé xíu,1
co nhan_vien nay hiên giup cty nay tron thue nen khach_hang mua hang xong mac du da yeu_cau xuât hoa don vat nhung co diem thuy_van dien_thoai ve kho chiu khach_hang yeu_cau xuât hoa don vay mục dich cua co nay co phai tron thue kg quy_vi neu dung yeu_cau phong_thue va so thuong_mai coi_lai cty nay,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh bánh giòn ngon,0
mềm hơn so vs hươu rất hài_lòng,0
son bị chạm nắp thương_lượng ko phải trả hàng để đền_bù thiệt_hại chờ xử_lý đến nay đã 1 tuần bây_giờ cũng đã quá hạn trả hàng trên shopee nên bây_giờ sẽ giữ lại sử_dụng ko cần đền_bù chỉ không chấp_nhận được cách xử_lý vấn_đề của thân,1
chất_lượng sản_phẩm tuyệt_vờimàu hồng hơi quê lựa màu khác mau nhé,0
sản_phẩm đóng_gói tốt giao hàng nhanh xài được 10 ngày tự_dưng bị 1 điểm chết bên góc phải màn_hình vừa bực_mình vừa tức không_lẽ phải tự trách bản_thân xui,1
tai nghe hoàn_toàn không có bass âm_thanh không giống tai nghe mx80 đã từng nghe thử nếu đúng tai nghe chính hãng sennheiser thất_vọng quá,1
dùng chép dữ liêu khoảng 15mbs,0
sách hay nhưng_mà gửi về nhăn quá còn nhiều trang dính nửa sách bìa của của cuốn sách dích nhau nửa làm mất vẻ đẹp của sách hơi thất_vọng,1
giày đẹp giống hình giá rất ok vải hơi mỏng niceeee,0
đẹp bác hheeh,0
rất hài_lòng mix rất nhiều vị sẽ ủng_hộ nữa,0
chất_lượng sản_phẩm tốt đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền,0
minh mua 2 cai quan nhung chi giao 1 cai minh da goi lai noi se chuyen_tiep nhung cho_toi nay van ko thay giao them cai_nua ko biet co nham lan gi ko danh_gia san_pham thi san_pham rat tot co the 5 sao minh_tinh mua them 2 cai_nua neu ko co su nham lan giao thieu thi minh chac_chan se mua them,1
giá_cả 200k chấp_nhận được chất_lượng sản_phẩm kém ko có bộ giống đăng chất vải nóng ,1
lại đặt bút của đặt mấy mẫu đợt về còn cute hơn đợt trước ưng,0
cực_kì đẹp,0
bình dùng rất thích cảm_ơn,0
tuyệt_vời   đáng tiền lắm,0
sản_phẩm chưa đạt,1
đẹp lắm ạ phục_vụ rất tốt,0
thời_gian giao hàng rất nhanh tuy_nhiên nhắc_nhở rồi lấy loại cán vỡ lại giao cán dẹt,1
vải mỏng ko dày như trong hình,1
giầy của mang lên from chuẩn lắm nha,0
không đẹp như hình nhưng giá_cả vậy cũng được,0
chất_lượng sản_phẩm tuyệt_vời check ra chuẩn hàng auth sẽ ủng_hộ thêm lần đầu_tiên mua son trên mạng thấy rất hài_lòng,0
giày trấts quá,0
màu ko giống hình vậy,1
 hàng bị lỗi nhiều,1
sp ko giống mô_tả sai màu đặt_hàng,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền anh shipper rất tốt_bụng luôn ảnh có ship vài lần rồi thấy có lỗi ảnh phải lặn_lội từ sân_bay về chỗ vì sợ k nhận hàng sớm đc đấy sau_này gặp lại nhất_định phải ảnh bo mới đc,0
ngay_tan cua bb da_den,1
đóng_gói sản_phẩm còn sơ_sài nên bên vận_chuyển làm ướt,1
đẹp rẻ ok chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0
hàng chất_lượng kém bán hàng mất_dạy chưa bán hàng nói rất hay nhưng giao hàng xong ăn_nói ngược  chất_lượng sản_phẩm rất kém,1
rất đáng tiền phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn,0
vòi xịt hay tắc phun ra nhỏ_giọt hết ở miệng nắp luôn,1
giày đẹp size 39 nhưng phom to quá to mang không vừa vui_lòng đổi size nhỏ hơn nhé cảm_ơn,1
giao hàng nhanh nhưng dép bị lỗi,1
chất_lượng tốt xẽ lấy thêm,0
chất_lượng sản_phẩm rất kém đã vay sẹt bin thi ko vo đổi hàng lại thi ko đua tiền ng ta lam_an nhu vay mắt khach hêt ma co bao_nhieu đồng chi 100k thoi ma con vay do nếu so tiền nhieu thi sao moi ng đung nên mua hàng bên day_nua nhe,1
minh da nhan duoc sach giao nham hom_truoc cung voi lan giao bo combo nay roichuc buon ban nhieu thanh cong nhe,0
giao hang dc nhưng không kem măt_na như trong flash sale đa ghi hơi buôn 1ti nhưng vân đanh gia 5sao,0
chất_lượng sản_phẩm rất kém xay đc 3 lần đã hỏng,1
biết qua trang_web nay mới biết có shoppe uy_tín trong lẫn ngoài,0
giao hàng nhanh gói hàng cẩn_thận tks,0
phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh lần sau lại ủng_hộ,0
1 chân bị gãy,1
đóng_gói ko được đẹp nhưng mua chủ_yếu sản_phẩm nên 5,0
made in china nhìn dại không đẹp,1
đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng siêu nhanh màu son đẹp rất đáng tiền,0
sao nhãn dán ngoài loan b bong tróc không biêt có phãi hàng thãt hay giã,1
đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giai hàng chậm,0
ổn khá hài_lòng,0
size nhỏ hơn size chuẩn bình_thường gửi đổi hơn 10 ngày ko thấy phản_hồi từ liên_lạc khó_khăn,1
toàn hàng fake mask rẻ_tiền bán hàng có tâm một_chút,1
lần đầu mua hàng của thấy rất ưng_ý,0
gói hàng quá ẩu chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém,1
chất_lượng sản_phẩm tốt đa check,0
gửi thiếu hàng hẹn đơn sau bù ko thấy,1
ngon như gói bé quá mua ở sài_gòn gói to gấp đôi chỉ có 80k thôi,1
đặt 4 mẩu giao sai 1 mẫu nhưng ko sao khăn mềm đẹp hoạ_tiết dễ_thương 5,0
xin chức_mừng chúc hai em thành_công trong kỳ thi đại_học sắp tới,0
có cái điểm chết gọi 5 hôm rồi chưa bảo_hành cứ bảo mai có người đến lấy mãi ko thấy mãi ko có máy để dùng,1
ngonnnnnnn,0
sản_phẩm cồn đứng thứ 2 trong bảng thành_phần nên rất nhiều cồn dù bạn da dầu tới cỡ đi_chăng_nữa cũng không nên dùng cồn ở mức ít sẽ giúp sản_phẩm khô_ráo chứ quá nhiều như thế_này không tốt da khiến da nhanh lão_hóa,1
bỏ chữ hàn_quốc nha bồ tèo tiền_nào_của_ấy mỏng như tất giấy phụ_nữ vại,1
phục_vụ kém chú_ý nhìn kỹ tên hãng trong ảnh để khỏi bị gây nhầm_lẫn chất_lượng dùng được ko quá yêu_cầu cao,0
dùng k có muỗi xung_quang thật nhưng bán_kính 20cm thôi k phải 20m như quảng_cáo dùng tốt,0
phục_vụ rất tốt thời_gian giao hàng rất nhanh sẽ tiếp_tục ủng_hộ đóng_gói sản_phẩm rất đẹp chắc_chắn,0
sao kg gui mau e coi de dat hang vay,1
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh nước_hoa thơm lắm luôn,0
  có_lẽ chất_lượng sản_phẩm kémgửi phan hồi ko thèm trả_lời lại,1
sản_phẩm bị tróc sơn   phục_vụ kém,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,0
ban comfort j kj wa up hjh la co mau_xah ma mua roi goi ve thj k co mau_xah,1
chất_lượng sản_phẩm rất kém sắt bị han_rỉ không nên mua,1
đọc thấy chất_lượng giấy mỏng không được đẹp có mùi khó_chịu như sách in lậu bên cạnh lỗi chính_tả xuất_hiện nhiều gây khó_chịu người đọc,1
giao hàng nhanh nhưng sai màu so sản_phẩm gốc,1
đóng_gói sơ_sài lúc nhận hàng vỡ tan_nát,1
mực bento thailan ngon lắm ạtks,0
hạt đậu ăn giống đậu_hà_lan mù_tạt hơn vị quen_thuộc hơn 5,0
bột thơm dê uống,0
tôi nghỉ tiki ko nên bán cái nồi 349k deo độc_quyền vô_cùng thất_vọng như đô chơi trẻ_con mất uy_tín ti_ki,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đẹp lắm sho ạ,0
khô_gà ok nhưng chắc do bị quá lửa nên giòn quá,0
tôi nghĩ không phải cố_gắng phải đảm_bảo được sự an_toàn của ngư_dân trong vùng_biển của ta,0
hàng ok giao nhanh nhưng nhà vận_chuyển làm rách mất cả 2 lưới tắm của rách 1 mảng nhỏ vẫn dùng được nhưng nhìn mất thẩm_mỹ thôi,0
thời_gian giao hàng rất nhanh đồng_hồ kim chạy bị chậm hơn đồng_hồ điện_tử,1
giay bi_loi,1
dùng 2 hôm tự_nhiên bàn_phím chập kp dùng được  ,1
kem thơm chất kem mịn thấm nhanh đóng_gói kĩ giao hàng 23 ngày tới xài ok em thích ạ phục_vụ rất tốt rất đáng tiền phục_vụ rất tốt,0
đẹp quá shopp ạ ưng lắm luôn địu nhẹ đẹp màu hường kute chắc_chắn dễ dùng nữa đóng_gói sản_phẩm chắc_chắn rất đáng tiền,0
bộ kit rất oke,0
gói hàng cẩn_thận dịch_vụ tôt,0
hàng bị bẩn đen làm_ăn mất uy_tín,1
sản_phẩm đẹp tiện_lợi,0
chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém k tự_động nảy lên chế_độ ủ nóng có ngày cháy,1
đóng_gói chắc_chắn đồng_hồ đẹp,0
trước quen dùng loại scrub mới chuyển sang loại thích quá tẩy sạch ko cảm_thấy khô da mùi cũng ko quá khó_chịu lại còn giá dễ_thở nữa chứ,0
ko sai dc sohp oi may ko hoat đong e muon tra lai hang chất_lượng sản_phẩm rất kém,1
đóng_gói chắc_chắn máy mới 90% chạy ổn_định,0
đóng_gói cẩn_thân phục_vụ rất tốt,0
chất_lượng sản_phẩm tuyệt_vời ngon,0
vận_chuyển lâu ghê,1
 giao thiếu hàng nt lúc trc giao trả_lời rất ngọt chắc_chắn sau giao thiếu hàng nhắn_tin ko trả_lời biết xa khó trả hàng nêm đành phải tố_cáo shopee,1
đóng_gói sản_phẩm rất đẹp chắc_chắn thấm nhanh,0
đóng_gói sản_phẩm sơ_sài thời_gian giao hàng chậm hi_vọng sẽ cải_thiện hơn chất_lượng sản_phẩm tốt,0
gói hàng cẩn_thận  giao hàng rất nhanh  cảm_ơn nhiều,0
chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém rất không đáng tiềnmới mua về sử_dụng 1lan da hu k sừ dung dc nữa kêu giai quyết th bảo khách nay_nọ vcl,1
kẹo thúi chị rất tốt,0
chất_lượng sản_phẩm tuyệt_vời hình thật hàng thật giá siêu rẻ,0
chất_lượng sản_phẩm không đúng như mong_đợi cân cùng 1 lúc ngắt_quãng nhưng lại ra số kí khác nhau không hài_lòng tiki ơi,1
hàng đẹp giá rê,0
sản_phẩm quá kém,1
combo thiếu ko đúng thỏa_thuận vs khách mn yêu_cầu gửi giáo_trình học online quá chậm_trễ,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh tư_vấn nhiệt_tình,0
 cần lưu_ý nói_chung khá thất_vọng sản_phẩm có_giá cũng không hề rẻ như thế_này ngoài_ra tuy_vậy thật_sự không thấy hiệu_quả trắng sáng hay mịn_màng của sản_phẩm mua sản_phẩm cùng kem nền white label cùng nhãn_hiệu do kem nền xài tốt nên cũng hi_vọng nhiều sản_phẩm sữa dưỡng_da cần lưu_ý mới thoa lên cũng có mùi thơm nhẹ mau khô nhưng xài hơn tháng rưỡi rồi vẫn không thấy kết_quả,1
mua 2 sp giao chỉ có 1 không giao hàng nhưng không báo có hoàn tiền lại trong gói hàng,1
hàng đẹp nhưng bộ bé trai màu sặc_sỡ quáhiii chất_lượng sản_phẩm tuyệt_vời,0
sp đẹp giao hàng nhanh rất đáng tiền,0
dày mix dây nhưng chỉ dây trắng,0
sp rất đẹp cảm_ơn,0
ghi 10 số đầu_số 05 đúng lừa_đảo,1
đôi lai thi kho chiu giao hang không đung mâu va size,1
 keo mũi gót bông tùm_lum đóng_gói sản_phẩm rất đẹp chắc_chắn,0
kém lắm chưa dùng đã hỏng không có bảo_hành,1
chất vải ok nhung giao ko đúng combo như hình,1
rất bất_ngờ nhận được sản_phẩm chất_lượng hoàn_thiện kỹ hộp đẹp,0
hàng tốt lắm ạ em order lần thứ 2 được tặng mask then kiuuuuu so muchhh,0
hơn_nữa sữa ko ổn,1
chất_lượng sản_phẩm tuyệt_vời mũi giày hơi móp 1_chút rất đáng tiền,0
dùng hay_hay tiện_lợi nhưng mjh cứ lo_lo ko pit có ngày nó bị hở có bị giựt điện ko hjhj giao hàng nhanh 5,0
 sản_phâm đuoc trả về xog gửi,1
đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt nhiệt_tình thật_sự rất thích cầm trên tay con máy z10,0
chưa dùng lâu nên ko bt chất_lượng như_thế_nào nhưng hàng có_vẻ tốt bền,0
thời_gian giao hàng rất nhanh chất_lượng sản_phẩm cũng ok,0
sản_phẩm đặt theo đơn hàng hình đính kèm giao thiếu sp lưới tắm em bé nhưng liên_lạc nói giao đủ có thái_độ im_lặng không giải_quyết triệt_để tin nhắn gửi 1 ngày trôi qua ko có phản_hồi mặc_dù có online buôn_bán không uy_tín phục_vụ rất kém,1
quạt 3 cánh giao chỉ có 2 cánh theo như_vậy không giao đúng như trên bài viết  lần đầu cũng như lần cuối,1
quá ngon 150k mũi đế bằng nhung bt đế f1k có căn hay_chữ gìnhững lưỡi_gà ngắn giao hàng nhanh gói không có hộp nói_chung êm đôi naybmua ngoài chắc 250đến trên 300k,0
đề_nghị bán hàng có tâm 1_tí,1
sờ đã chán rồi như áo_mưa ý cứng kềnh_kệch,1
 k hiểu có_điều cứ đeo vài tiếng lại sai 5 phút có_lẽ trông cũng đc vừa giá tiền sale,1
size giày ko giống nhau bữa mua size bé 6m ok nhưng g cũng mua size 6m quá rộng nhưng sản_phẩm chất_lượng giày đẹp,0
test trên cáp zin galaxy s9 plus dòng được khoảnh 1 ampe màn_hình đt sáng 1 8ampe màn_hình đt tắt trên cả 3 cổng đều như_vậy test trên ipad 4 bằng cáp lecun 1 cổng dòng 1 ampe 2 cổng dòng 2 34 ampe cắm sạc 2 cái ipad 4 dòng đạt tối_đa 3 3 ampe cả 2 thiết_bị,0
đơn hàng vừa nhận sao giao hang không đúng vậy trên nền trắng nền xanh sao giao ngược_lại vậy,1
màu y_hình nhưng sản_phẩm bị lỗi 2 tai voi,1
sản_phẩm khá ngon chuột to cầm rất sướng tay nhưng cảm_giác hơi nóng ở lòng bàn_tay hơn so con logitech g102 đèn đẹp tuy_nhiên driver của chuột chỉ có hiệu_ứng breathing led rgb tắt_mở led chỗ cuôn âm_thanh nút bấm cũng hay độ nảy cao hình_ảnh kèm so bàn_phím tkl của,0
nội_dung dài_dòng không có nét nhấn đọc gây buồn_ngủ cuốn sách khiến hối_hận nhất mua về cực_kì nhàm_chán,1
camen inox mua về mở ra thấy rất mỏng mỏn đến mức có_thể bóp móp được luôn còn khung gài quá lỏng_lẻo không chắc_chắn,1
đáng tin_cậy,0
đóng_gói sp chắc_chắn ship nhanh mà_còn tặng thêm móc chìa_khoá khách đã dùng thử brightening chắc mới lần nhưng chưa rõ kết_quả nhưng mặt_nạ rất mát cảm_giác được relax cực_kì ngay apply đến rửa mặt xong vẫn mát da mịn láng cực_kì,0
chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém rất không đáng tiền mỏng không có kéo dán,1
chưa dùng thử nên chưa biết,0
thấy bảo có tặng gối hơi bịt_mắt  nhận hàng không thấy  đề_nghị kiểm_tra lại,1
đóng_gói sản_phẩm rất đẹp chắc_chắn giá hữu_nghị,0
giá cao hơn khác hàng ko như quảng_cáo,1
sản_phẩm dùng bị kích_ứng da sẽ không sử_dụng lại sản_phẩm,1
thời_gian giao hàng rất nhanh đóng_gói chưa được chắc_chắn lắm,0
rấc tiếc còn có 3 cái ko đặt thêm dòi,0
sản_phẩm đẹp mua hai đôi đều ưng giá hợp_lý sẽ tiếp_tục ủng_hộ,0
tại_sao mua chính hãng hàng lại bóc hộp ra hơi thất_vọng quá thất_vọng chất_lượng sản_phẩm kém,1
ốp hơi mỏng,0
thời_gian giao hàng rất nhanh rất đáng tiền phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn xài thử xem chất_lượng kem ntn đã vẫn 5 sao về khâu đóng_gói phục_vụ nhiệt_tình,0
chất_lượng sản_phẩm rất kémvải mỏng_rão đường chỉ thô,1
chất_lượng sản_phẩm tuyệt_vời phục_vụ rất tốt,0
moi su_dung lan_dau chua_biet chat_luong co hieu_qua hay khong nhung sp de uong mui cung thom,0
chất_lượng sản_phẩm kém bị dính cháy theo vòng_tròn k nóng đều bề_mặt,1
chất_lượng sản_phẩm rất kém nồi không chống dính tý cả,1
phục_vụ rất kém phục_vụ rất kém,1
mua hàng của mấy lần r lần cũng ưng vì độ ship hàng nhanh giày đẹp sẽ ủng_hộ nữa,0
phục_vụ kém chú_ý nhìn kỹ tên hãng trong ảnh để khỏi bị gây nhầm_lẫn chất_lượng dùng được ko quá yêu_cầu cao,0
nói_chung chất_lượng không chấp_nhận đc wifi j 2 dâu cách 5m ko thấy sóng_sánh theo kiểu không xem hàng trước ko ok rùi,1
đóng_gói sản_phẩm rất đẹp chắc_chắn còn sản_phẩm chưa đạt như yêu_cầu định trả lại lăng_nhằng thủ_tục lên thôi,1
hàng dỡm thời_gian giao hàng rất chậm chất_lượng sản_phẩm rất kém,1
sản_phẩm lỗi vẫn giao khách làm k có tâm,1
khăn mỏng dệt rất thưa nói 2 lớp nhưng ko bằng 1 lớp,1
tuyệt đẹp luôn ủng_hộ dài_lâu ạ,0
đặt mẫu bé trai nhưng lại giao mẫu bé gái phản_ánh nhưng nhất_quyết khẳng_định mẫu bé trai 1 sao vì con mắt thẩm_mỹ của quá tệ,1
thời_gian giao hàng rất nhanh phù_hợp đồng_tiền đóng_gói sản_phẩm rất đẹp chắc_chắn,0
thân yếu khó lắp_ráp tuy_nhiên gió thổi đổ liên_tục đồ bị dồn về 1 góc nên ko khô đều,1
sản_phẩm đẹp_mắt saq chảnh   đóng_gói sản_phẩm rất đẹp chắc_chắn  ok lắm ơii,0
chưa bao_giơ mong em ra nhanh như luc nay đê 4 5 xuông gia hot em vê đông phong chơi đơi moi cô qua,0
thời_gian giao hàng rất nhanh hoi chat o dung size,0
ốp sáng soi được như gương có 1 2 vết xước bé k đáng_kể đóng_gói rất có tâm lại còn nhiệt_tình giá_cả phải_chăng,0
chất luong sản_phẩm tốt,0
giao hang kg dung mau,1
cung dep,0
thời_gian giao hàng rất nhanh sản_phẩm đep,0
máy chạy ngon,0
máy như cái quầncục gạch xài đc có 1 ngày hết pinnhìn chán_đờiquá phí tiền,1
chu siêu nhiêt tinh hang đep va boc ki_lăm nha,0
giao nhầm mẫu mặc_dù đã note,1
máy mới sử_dụng loa đã rè_rẹt điện_thoại không_thể nghe được quá tệ,1
chât lương tôt a,0
cũng đẹp quá mỏng,0
thanks quà của,0
đồng_hồ đẹp lắm chúc bán đắt nhé,0
test trên cáp zin galaxy s9 plus dòng được khoảnh 1 ampe màn_hình đt sáng 1 8ampe màn_hình đt tắt trên cả 3 cổng đều như_vậy test trên ipad 4 bằng cáp lecun 1 cổng dòng 1 ampe 2 cổng dòng 2 34 ampe cắm sạc 2 cái ipad 4 dòng đạt tối_đa 3 3 ampe cả 2 thiết_bị,0
hảng sản_xuất hay dùng chiêu_bài tiện_lợi tiến_bộ sành_điệu v v   tất_cả chỉ mục_đích duy_nhất moi tiền người dùng còn những chi_tiết kỹ_thuật chưa khắc_phục được cứ lờ thôi ,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0
hỗ_trợ 4g giá tốt chỉ kết em obi mv1 kiểu_dáng nhìn sang hệ_điều_hành bảo_mật ngon hơn ,0
nhìn rất độc_đáo lạ,0
cái đồng_hồ k phải máy_chiếu sau phản_hồi đã hoàn tiền rất nhanh_chóng thanks,0
phục_vụ rất tốt rất đáng tiền phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời,0
giao sai kích_thước chỉ có 30x40 thoi,1
chất_lượng sản_phẩm tuyệt_vời mang nhanh luôn,0
chất_lượng kém bị rách quay nhận hàng chất_lượng sản_phẩm rất kém,1
sách không đc mới lm,1
san phâm dung ko dc ung y lam,1
chất_lượng sản_phẩm rất kémk hai_lòng k giống hình lầng đầu cũng như lần cuối mở ra thất_vọng king khủng_khiếp,1
chất_lượng sản_phẩm tuyệt_vời nhưng toàn chữ trung_quốc,0
 sản_phẩm bị lỗi tè_le thực_ra quá thất_vọng hơn_nữa,1
giày hơi chật ạ,1
đóng_gói sản_phẩm rất đẹp chắc_chắn cám_ơn đã tặng mặt_nạ nén,0
rất phù_hợp so giá rất đẹp chất_liệu tốt,0
