comment,label
quảg cáo là da ság mịn trog 7 ngày nhưg mìh dùg hơn nửa thág r mà chẳg xi nhê j hết 😝,0
"Người bán không có tâm gì cả, mua 10 dây mà chả cho cái nào giống nhau. Giờ nhìn cái tai nghe trông khiếp khủng quá 😂😂😂 Chất lượng sản phẩm ok nhé",0
Gói hàng chắc chắn. Giao hàng nhanh. Đặc biệt serum xài quá đã,0
hang khong giong mau ti nao,1
hang ko len tieng thao ra xem bi rot cut hít rat te,1
hàng đểu,1
Kho rất là ngon vừa ăngoi hang rất kỹshop phục vụ rất tốtrất đáng tiền thời gian giao hàng rất nhanhhàng chất lượngbao bì rất đẹp sẽ ủng hộ shop lâu dài,0
Hàng đóng gói của lixibox đẹp quá rửa mặt cực thích vậy mà giá lại rẻ hơn bên lixibox yêu quá đi thôi ,0
.  Hộp sp móp méo không có ni lông bọc ngoài mà dùng tem dám 2 đầu hộp cảm giác như hàng cũ ấy lần thứ 2 mua của shop này mà đều vậy,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Shipper thi nhanh. Shop thi trể 1 ngày. Ko sao 5 sao ban nhé. Quat de tren bàn hoc cho cac be thi chuan day cac mẹ ạ. Ko lo nong nuc kiem chuyen ko hoc dc,0
Đóng gói sản phẩm rất đẹp và chắc chắn Chưa dùng thử nhưng nhìn hình thức khá hài lòng,0
Chất lượng sản phẩm kém.mua loài quat gan trực tiep vo dt ma dua nzay lam sao gan,1
Chất lượng sản phẩm tuyệt vời. Giày đẹp lắm. Sẽ mua tiếp Đôi nữa.,0
Chất lượng sản phẩm rất kém mới dùng hôm mà bung sắt lỗ xỏ dây,1
Hơi khó lắp ban đầu và các mối nối hơi lỏng. K có hướng dẫn lắp ráp phải tự mày mò. Đóng gói kỹ có bao hơi. Giao hàng nhanh. Nói chung ok chấp nhận đc sẽ đặt mua thêm. ,0
"Sản phẩm rẻ bất ngờ, thời gian giao hàng nhanh chóng Kích mí dùng rất ok, số lượng nhiều, màu tiệp với da không bị lộ Phấn phủ giá rẻ màu tự nhiên không dày cộm tuy nhiên hơi khó lấy phấn úp ngược để lấy thì dây ra ngoài khó phủi độ che phủ tốt",0
Giao hàng sai. Đặt vớ e bé mà ra vớ người lớn. Vớ mỏng,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc ,0
giày mang êm chân cao thoáng bảo vệ tốt phần mũi rẻ.,0
Mình mua chơi thôi nhưng sản phẩm ổn. Thời gian giao hàng rất nhanh,0
Loa kêu quá nhỏ,1
Sản phẩm sản xuất cũ quá rồi (11/2016),1
Sóng Hơi yếu không khỏe!,1
"""Thời buổi này còn coi chụp ảnh và nghe nhạc là thế mạnh của Sony? Tôi dùng vài đời Sony và đã quá thất vọng, sau đó chuyển sang LG, Samsung đều thấy hơn hẳn Sony""",1
Sản phẩm mình đã dùng và rất ưng ! Sẽ còn ủng hộ shop dài 😘,0
Sản phẩm rất đáng tiền.  Đóng gói sản phẩm rất đẹp và chắc chắn,0
Shop phục vụ rất kém Giao thiếu hàng,1
Chất được quần đẹp vải đẹp phù hợp với size,0
Khô ăn tạm nhung quá ướt nhắn tin thì shop ko thèm trả lời.,1
Tiki nên xem lại cách bán hàng mình nhận được hàng không còn nguyên siêu khi mở ra thì loa đã bị khui trước khỏi bọc nilon dấu vết trầy xược nhiều. Vì vừa rồi mìn phải đi công tác nên không có thời gian đăng nhận xét. Mình mua hàng trên tiki cũng đã lâu nhưng đợt hàng này khá thất vọng. Kèm cả việc tự huỷ đơn hàng khác của mình một cách không logic hợp lý.,1
Sản phẩm chất lượng tốt bán hàng nhiệt tình giao hàng nhanh nói chung lá perfect ..sau này sẽ tiếp tục ủng hộ shop...,0
Mình mua bông tẩy trang nhưng shop lại gởi miếng thấm tonerShop giải quyết giúp mình nhé,1
Bắt xa và ổn định hơn tất cả đống này của mình totolink n200re - mi wifi nano router - mi wifi + - tenda n301 - hi vọng bền xa hơn thì chắc cần có thời gian test. Thks shop vì hàng khủng :D,0
Rất đáng Tiền. Chất lượng sản phẩm tốt.ngon,0
Đóng gói sản phẩm rất kém Shop gủi thiếu sp này cho mình,1
Giày ok nhưng phần cổ chân hơi rộng nhé!,0
Chất lượng sản phẩm rất kém Rất không đáng tiền Thời gian giao hàng rất chậm,1
Hàg siêu cưng lun shop chất liệu chắc chắn 😘ưng lắm ❤️,0
Chất lượng quá kém hàng Ko giống y hình đồng thì lại Ko có pin để chạy hối hận khi nhận hàng shop bán hàng Ko có tâm chi hết,1
Chất lượng sản phẩm tuyệt vời.  Shop phục vụ rất tốt  Thời gian giao hàng rất nhanh,0
Mua 2 bộ 1 bộ hình in bị bong màu lởm chởm 1 bộ bị mất sọc ở tay bên có bên ko còn bong chỉ may rất thưa và chỉ thừa chỉ rối lung tung. Túi quần bé ko đút nổi ví tiền. Nhắn tin shop đọc mà ko trả lời. Quá thất vọng!,1
Giày đẹp nhưng mang thì bị đau và rách da phía sau gót chỗ quai đeo,0
Mk ưng lắm,0
Chất lượng sản phẩm tuyệt vờI Hài lòng tuyệt đối...100% ok,0
Sp Okay ,1
Chất lượng sản phẩm tuyệt vời  Shop phục vụ rất tốt Thời gian giao hàng rất nhanh .  Quá nhanh quá nguy hiểm shop ơi ☺️  Hàng đẹp lắm các bạn nên mua nha .  Giao hàng cực nhanh nữa ,0
Giá tốt chất lượng ok,0
Kệ xấu đem cho luôn. Cân thì hk cân đc khoảng nhỏ.,1
Giao hàng ko đúng size  ko đáng nên ko đổi nhưng cảm thấy rất bực mình Shop làm ăn thế sẽ mất khách,1
Giày đẹp qtqđ luôn.❤,0
Chất lượng sản phẩm tuyệt vời có mẫu giao chưa đúng màu nha shop,0
Trà ngon lắm ne,0
Chất lượng bình thường  shop phục vụ kém. Giao hàng siêu chậm. Đã hủy đơn hàng vẫn cố tình giao,1
không đủ 3000ml ,1
Mỗi hộp 50cái mà bị lỗi tầm 10 cái . cái thì ko có dây. Cái thì dây có mà bị đứt,1
Đóng gói sơ Sàiquat mỏng yếutiền nao của đó ☹️☹️☹️☹️,1
"""Đang xài Surface pro 3. Quá tuyệt vời.""",0
Chất dầy. Tốt,0
" ""   ""Mấy con ốc đem về luộc mà ăn chứ để nó bám vào loa kiểu ấy mất thẩ mỹ quá",1
Giá ok. Hsd: 12/2020,0
Bao bì và sản phẩm bên trong rất bẩn ám đen. Không hiểu đây có phải là gian hàng dành cho tre em hay ko nữa.,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền  Thời gian giao hàng rất nhanh lần thư 2 mua rùi hehe,0
Mới mang về ăn một tí tẹo thấy khá ngon :) nhưng chưa biết bảo quản làm sao,0
Bảo hàng chính hãng bảo hành 12th mà chẳng thấy có tt bảo hành j cả. Đóng gói sản phẩm chắc chắn Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh,1
San pham dong goi so sai nhu mua hang cho  ve gio hang ra bi vo mat kinh phai di thay mat50k,1
Không sử dụng được. Miếng dính cao quá,1
" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt  Thời gian giao hàng rất nhanh Mình lần đầu tiên dùng thấy bám mảng trắng vào nướu, lại thấy ê buốt, hoảng hốt bỏ 1 miếng, gồm 2 miếng dán nhỏ. Shop chỉ mịn cách dán miếng nào đc có 2 miếng dài ngắn.",0
Đc nè😗,0
Hàng rất ok nhé!,0
Shop làm ăn k ra cái gì hết  tốt nhất mn nên tránh xa k nên mua hàng ở shop này nhé,1
Quạt mình nhận hôm t7 mà hqua đã đơ chạy đc vài phút tự tắt rồi,1
Sổ nhỏ và hk được như mình nghĩ,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời  Shop phục vụ rất tốt Rất đáng tiền ,0
Da mình tương đối dễ mà đối vs sản phẩm này thì bị dị ứng. Ko hợp vs L'oreal! 😭,1
Chất son khá mềm môi. Màu khá đẹp nhưng phần vỏ ko dc chắc chắc Khi son thì thỏi son nghiêng hẳn về 1 bên tì vào thành thân son. Sau 2 ngày thì em nó gãy như này. Mua chưa đầy 1 tháng. ,1
Hàng giao không đúng chất lượng  gủi không đúng công suất còn bị bể nữa  qua thất vọng,1
tạm được chưa tét sạc mặt trời đc vì ko có nắng,1
Mình cảm thấy sp mình nhận ko phải bột khoai tây mà là bột sắn dây thì đúng hơn. Khá là thất vọng,1
Lúc đặt thì còn hàng đặt xong 3 hôm sau thì shop gọi báo hết đồng hồ loại bạn đặt rồi. Shop tư vấn đổi qua mẫu khác tương tự giá tiền. Tới lúc nhận hàng thì mới biết đồng hồ shop đổi bằng nhựa giống đồ chơi trẻ con. Tóm lại mua cả 2 món chẳng sử dụng dc món nào Chất lượng sản phẩm rất kém,1
Sản phẩm rất tốt. Lần t2 ủng hộ shop. Sẽ ủng hộ shop dài dài.,0
Hộp bị méo mó tùm lum,1
Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn  Shop phục vụ rất tốt  Thời gian giao hàng rất nhanh  Rất đáng tiền,0
"Do ngày nhận hàng mình không cỏ ở nhà nên không thể kiểm tra khi mình về  nhà và thử thì đèn không sáng. MÌnh đã thử với 2 máng đèn đang hoạt động bình thường khác nhau nhưng không có khác biệt.Đọc hướng dẫn thì thấy có 1 thiết bị kèm theo """"starter emp""",1
.  Shop giao nhầm size,1
Sản phẩm tốt chất liệu mềm mại. Dễ sử dụng.,0
Ship hàng chậm đặt màu đen giao màu trắng đã thế dép còn bị bẩn liên hệ đổi hàng thì ko thấy trả lời,1
Đẹp. Mà đặt size 35-36 giao giày dán xs mà chân size 38 mang vừa☹️,1
Đặt 14 sản phẩm giao 13. Nhắn tin thì ko thèm trả lời khách. Mình đọc đánh giá thấy mấy người cũng bị như thế này. Tốt nhất là cạch. Mất tiền cho bọn mất dạy,1
Ngon thơm mát cũng lợi sữa nhưng ít,0
quá chán..mùi gớm.nắp bị chảy nước,1
giao hàng nhanh. shop tư vấn nhiệt tình mới sử dụng thấy cũng khá ổn  thích hợp sử dụng trong gia đình,0
mạng chập chờn xai 4g ma nhu 3g vay,1
Son xài cũng đc vẫn cho 5 sao nhé Đóng gói sản phẩm rất đẹp và chắc chắn,0
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời. Rất ổn ạ,0
Sp ko đẹp mắt. Mùi rất khó chịu gây buồn nôn. Sp mỏng manh. Ko ưng chút nào!,1
Giày tốt nhưng một chiếc lớn một chiếc nhỏ. Báo hại mình đau chân cả ngày bữa tốt nghiệp. Shopee không cho thử nên cũng khó cho khách. Dù giá rẻ hơn bên Lazada,1
Chất lượng sản phẩm kém ko ôm được viền màn hình ,1
sản phẩm hơi khác mo tả,1
Màu hơi ngả 1 chút,0
Sản phẩm không dùng được. Máy không hoạt động chỉ sáng đèn dù lắp pin hay dùng điện.,1
Sản phẩm ok..,0
Set mũ dễ thương màu đẹp y hình. Rất thích sp này.,0
Mới sd sản phẩm ổn sau này chưa rõ 😊,0
Chất lượng sản phẩm tốt. Shop làm rất uy tín. Lúc đầu bị thiếu hàng sau khi phản ảnh đã giao bù ngay. Cảm ơn Shop phục vụ rất tốt,0
Đóng gói sản phẩm rất đẹp và chắc chắn. Nhưng chai tinh dầu bên trong bị đổ. Hiện tại sp dùng ok vì đang thử.,0
Shop rất dễ thương ko còn màu mình chọn mà shop giao màu còn đẹp hơn lại còn viết lời nhắn gửi vào nữa 5* cho shop,0
Không giống như hình.,1
Mình rất tin tưởng tiki. Đã đặt mua ở đây nhiều năm. Đây là lần đầu mình mua giày trên tiki vậy mà tiki kaij giao hàng giả hàng nhái cho mình. Mình không ngờ tiki lại làm ăn như vậy. Đây là hình ảnh lúc mình mở hàng ra. Logo giả đế khác so với hàng thật dây giày không chắc như giày chính hãng (mình có một đôi của Biti's hunter rồi) Tiki làm như thế này thì sao có thể tin tưởng được nữa chứ. Mình rất bức xúc về sản phẩm này mình mong tiki có thể giải quyết vấn đề này giúp mình.,1
So với giá tiền thì sản phẩm trong lần đầu sử dụng khá ổn  Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,0
Hàng bị móp méo  nhắn tin shop ko trả lời.   Chất lượng sản phẩm rất kém  Shop phục vụ rất kém .  Rất không đáng tiền.,1
Hàng như con cặc hàng fake chính góc ae đừng mua làm gì tui bung máy rồi hàng vãi cái lồn,1
Shop giao có một cây mình đặt hai cây nhắn tin kh trả lời ,1
Ko sử dụng được cầm lên là rớt tanh bành ra quá tệ luôn  Rất không đáng tiền Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Rất không đáng tiền Rất không đáng tiền Rất không đáng tiền Chất lượng sản phẩm rất kém,1
Shop giao hàng vs tốc độ ánh sáng,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh8 5* shop phục vụ tốt ,0
Chất lượng sản phẩm tuyệt vời .giày rất đẹp.Mấy đôi giày cũ đi k vừa. Phải bỏ.,0
Chất lượng tốt. Giao hàng quá nhanh. Vừa đặt tối hôm trc sáng hôm sau đã nhận được hàng. Giảm đc 15 độ so vs tản stock,0
Toàn bộ là sản phẩm của Karoma. Mùi hắc và gây buồn ói.,1
Bình thường đeo 36 mà đặt 35 đeo k vừato như 3738 đế cứng..,1
Chất lượng sản phẩm tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn. Good!,0
2XL mà quá nhỏ so với mô tả (mức bình thường),1
Đóng gói sp tốt.chất lượng sp hoàn hảo,0
Đóng gói sản phẩm rất đẹp và chắc chắn.tai nghe hay ..quên mình ko bảo màu đen.kk,0
. đúng là k thể tin vào hàng quần Áo qua mạng,1
cần lưu ý hàng đã xài roi ko phai hàng mới như quảng cáo,1
Phấn mịn nhẹ thanks bạn ,0
Ok lam,0
Giầy đẹp đi thích ls bạn ạ,0
.  Chất lượng sản phẩm kém móp méo,1
Cho 2 sao thôi vì shop ko nói rõ là hàng đã qua sử dụng rồi.,1
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Rất đáng tiền,0
Shop phục vụ rất kém đơn nội thành hơn 1 tuần mới giao xong không nhiệt tình trả lời thắc mắc của khách,1
Hàng ghi made in mỹ nhưng mã vạch lại ở Việt Nam. Nhiều Hạt đã mốc,1
Dịch quá dở so với những bản đầu tiên thì đọc rất nhàm chán. Thiếu cảm xúc trong câu thoại và chuyển tiếp lời văn rất thô.Ví dụ: - Trang 589 - Trang 704 - ...,1
Giao hàng cho tôi mỗi cái niệm  ko có gối ôm như hình miêu tả. Nhờ tiki liên hệ lại tôi gấp. Tôi không hài lòng khi 1 nơi mua sắm uy tín vầy mà giao hàng thiếu đồ,1
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,0
Nhieu sach hay dong goi san pham can than,0
. Chất lượng kém  Không đáng tiền Chất lượng sản phẩm kém,1
Bạn tớ rất khoái món này nhé😊😊😊,0
Mặc dù mới về cắm vào thấy tối um ko dùng được nhưng vẫn cho 5* động viên shop.,0
. Sản phẩm lần này kém hơn lần trướcvì lần trước mình mua 1cai rồi nhưng vì gãy mất đàu dao nên mình đặt tiếp . máy ko khỏe bằng máy trước,1
Trừ có cái vòi nước thi thoảng tắc. Đèn k lên. Chán hằn,1
Đóng gói sản phẩm rất kém gói hàng bằng hộp giấy bị móp méo Kính gửi bị vỡ thất vọng...,1
Giày rất đẹp đi khá êm,0
Chị ơi giờ bưu điện hoàn hàng về mất thêm phí thì chị tính như thế nào đây???  Chị cứ lươn lẹo em mãi thế?  Hay là tính ăn luôn tiền của em?  Trả lời em 1 câu nhé Thời gian giao hàng rất chậm Shop phục vụ rất kém Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém,1
đọc đến trang 26  thì ngủ quên mất. nhàm lắm ................,1
Tổng quan thì máy máy này dùng tạm được không cài được nhiều app nếu cài nhiều sẽ gây chậm vì cấu hình CPU yếu chạy hơi chậm.,1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Sẽ tiếp tục ủng hộ shop. Chúc bạn buôn may bán đắt.,0
Chất lượng sản phẩm tạm được đế xốp đi bị kêu ra tiếng. Mặc dù êm nhưng do làm bằng xốp k biết có bền và đi có chống trơn đc k.,1
Hàng giao không đúng hình  trong hình loa có đèn ánh sáng mà giao loa không có đèn ở trong loa  quá thất vọng,1
"""Chính xác là nhái Xiaomi. Mua cục Xiaomi 10400mAh giá chỉ bằng một nửa""",1
Bánh tráng satế cay mặn vừa ăn không cay nhiều khô gà cay nhiều ăn kèm rất ngon Đóng gói sản phẩm rất đẹp và chắc chắn,0
Ko ổn lắm,1
Mua màu này gửi cho khách màu khác gửi cho khách các màu mà ko ai dùng,1
Chất lượng sản phẩm tuyệt vời đồng hồ đẹp rất thích cho 5*,0
Mình ko sành sỏi về mẫu mã nhưng chất lượng khi sử dụng chắc chắn sẽ nhận ra hàng tốt và hàng kém hơn( mình ko nói chắc chắn là hàng fake hay ko!)😐Mình mua thỏi 15 này màu rất đỏ mận chứ ko đỏ nhung như thỏi 15 cũ trước Màu nó loang lổ và ko đều màu Thêm nữa chất son ko xốp và dễ tán  HÀNG KÉM,1
Dong goi thieu kinh boi Den led tich dien thi shop gui den bat muoi,1
Đáng với số tiền bỏ ra. Rất hài lòng,0
Chất lượng sản phẩm rất kém !!! Khôngn như quảng cáo pm hỏi không thèm trả lời khách phí tiền .,1
Chất lượng sản phẩm tuyệt vời. Đông hồ to. Hợp voi nguoi 65kg sẽ đeo dep hơn,0
Chất lượng sản phẩm tuyệt vời.. rất tốt uy tín..,0
Máy xước nhiều.,1
Chất lượng sản phẩm tuyệt vời bao bì đóng gói hơi tệ một chút bị lủng làm kiến vào nhưng cx k sao,0
Chưa từng thấy 1 shop nào làm an như này. Đóng gói nhầm cho khách. Mình đã gửi lại hàng để đổi giờ đã nhận hàng mà lại mất hút ko trả lại giày cho mình.  Định lấy hàng lâu dài nhưng thôi giờ bye bye.  Kiểu làm ăn thiếu trách nhiệm.  Các bạn mua hàng cũng nên cẩn thận 1 chút,0
Sp tốt bọc cẩn thận,0
Chất lượng sản phẩm quá kém.giao hàng k đúng mẫu.chât vải như rẻ lau.k đáng tiền.đưng ai mua hàng ở shop này.,1
Shop phục vụ rất tốt thanks shop!,0
Chất lượng sản phẩm kémkhông đáng tiền. Size quá bé so với miêu tả mặc không vừa.,1
.  Giao hàng chậm  quạt đc 2 tiếng thì cháy,1
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền  Chất lượng sản phẩm tuyệt vời,0
Màu trà rất đẹpvị hơi chua dễ uống,0
lúc mới nhận hàng mình thấy hộp rất dơ. mới nhìn bực lắm. chả lẽ đồ deal là toàn đồ để dơ như vậy sao. còn phần âm thì mới mở to 1 xí đã rè loa nghe rất khó chịu. thật sự không xứng đáng với tầm tiền đã bỏ ra. lần đầu mua đồ trên tiki thật sự thất vọng,1
"""Từ ngày dùng Xiaomi mi4 tôi rất thích Xiaomi bởi phong cách thiết kế rất đẹp, chắc chắn, phần mềm được cập nhật rất tối ưu, chụp ảnh tốt, màn hình đẹp, thời lượng pin rất ấn tượng.Rất mong Xiaomi chính thức được phân phối tại Việt Nam.""",0
Shop giao thiếu cho mình 1 kính cường lực 9D.Mọi thứ codn lại đều Oke. Tuy nhiên kho mình Nt Shop rất hời hợt . Ko kiểu quan tâm lắm. Coa hai mấy nghìn ko ai tiếc. Nhưng ko thích kiểu làm việc đó của Shop. Hàng tốt tới đâu ko biết. Nhưng thái độ phục vụ vậy ko chấp nhận được,1
Đóng gói sản phẩm rất đẹp và chắc chắn sản phẩm rất đẹp khá hài lòng,0
Đóng gói sản phẩm rất đẹp và chắc chắn. Lần sau mình sẽ ủng hộ shop. Tks shop 😊,0
Chất lượng sản phẩm tuyệt vời Cưng lắm íiiiiii,0
Hàng đẹp & đóng gói cẩn thận. Rất hài lòng với shop. Chúc shop luôn đông khách nhé. KH từ Kon Tum,0
Giày đẹp; shop giao đúng size.  Giao hàng hơi lâu. Nhưng nhận được hàng đúng ý nên cũng mừng. Thank shop,0
M mới mua mới chạy thử có mất phút. Nhưng chắc tốt,0
Sản phẩm rất đẹp và chắc chắn giống trong ảnh. Rất đáng tiền.,0
Chưa đc 1 tháng đã hỏng dù ko gẫy đứt,1
Giầy kém chất lượng muốn hoàn trả hàng,1
Hạnh nhân ngon Chất lượng sản phẩm tuyệt vời,0
Shop giao hàng nhanh sản phẩm y như mẫu. Chủ shop nc rất nhẹ nhàng. Sẽ ủng hộ shop dài dài ạ 😍😍 ,0
Chất lượng sản phẩm tuyệt vời. Truyện hay.  Rất đáng tiền. Có cái ship cao quá,0
" Chất lượng sản phẩm tuyệt vời Quạt quá mát, chạy êm, giá rẻ Shop nhiệt tình. Ủng hộ tiếp",0
Giày đẹp mang êm hợp thời trang =))),0
Quần hơi ngắn chất ổn,0
Đẹp quá shop ạ. Hơn cả mức tưởng tượng với mức giá học sinh như thế này.  Ai còn do dự thì mau mau mua đi ạ.  Không thất vọng được đâu. Quá hài lòng!! ,0
Hàng không như mô tả.,1
Nói k đúng như giới thiệu nói 4g mà k bật dk,1
Rất không đáng tiền  cứng k thấm nước,1
Đóng gói sản phẩm rất đẹp và chắc chắn chưa xài nên chưa bít hj,0
Shop  treo  đầu di bán thịt chó. Hàng  kh giống  hình  Đóng gói sản phẩm rất kém,1
Chất lượng giày rất tệ.ọp ẹp k lên dáng giày.K hài lòng Rất không đáng tiền,1
Nen chọn z lớn hơn 1-2 số thì vừa hơn nha cac bn,0
Kem làm phấn trắng lại chống nắng. Cách dùng rất hay có kèm theo cả 1 miếng mút nữa^^ lúc dùng đúng là mát lạnh  mùi cũng dễ chịu và ko bị nhơm nhớp dính,0
Đậu giòn  tẩm gia vị vừa ăn rất ngon  ăn xong cứ muốn ăn mãi k ngừng đc luôn hihi . Mình ăn cay rất dở nên thấy hơi cay  còn nhà mình ăn đc nên khen ngon . Chỉ có 1 góp ý nhỏ xíu là shop cho đậu vào túi zip để khách đỡ tìm hủ bỏ vào và phân loại nhiều vị cay ít  cay nhiều để khách dễ chọn hơn 💕💕,0
Lấy về ko dùng đuợc đun nuớc ko sôi,1
"""tay lông gớm quá.....con nầy ngon thế, xiaomi chính hãng có khác""",0
Sổ còng oke xD,0
Thấy tên truyện và bìa truyện thì chắc hẳn mọi người sẽ nghĩ đây là truyền damei nhưng KHÔNG.  Đọc khoảng hơn 80 chương đã muốn dừng lại cố đọc hết vì nghĩ sẽ không bào giờ đụng đến nữa. Diễn biến không nhanh nội dung khá nhạt ngôn ngữ dài dòng đọc mấy chương đó có thể suy ra nội dung của những chương sau. Và đây là một quyển sách viết về hủ nữ mà đi yêu soái ca damei -  không thể tin được.  Truyện không hay chỉ ở mức đọc cho đỡ chán thì được còn nếu muốn hay thì tìm truyện khác...,1
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Nhưng vừa sdụng thử 1 lần đã hư rồi nút công tác ấn không lên đèn thiết bị cũng không hoạt động .,1
Hơi nước rất mạnh  rất nóng . Ủi nhanh và thẳng . Giá rẻ chất lượng tốt ạ 💋💋 Thời gian giao hàng rất nhanh,0
Vừa mua xong và mình cũng đã đọc hết rồichủ yếu nói về Shyn. Lúc  đầu thấy hay hay nhưng chưa ấn tượng lắm.về sau thì ....kì kì......,1
Đóng gói sản phẩm rất kém bị méo vung,1
Mình đã hi vọng nhận hàng tốt ko bị vấn đề gì nhưng khi mở hàng ra thì mới thấy thố bị móp méo rất tệ. Mong tiki đổi hàng giúp. cảm ơn.,1
Hang rat tot  Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt. Ung ho tiep,0
Hàng nhận bị hỏng yêu cầu shop đổi lại miễn phí,1
Sản phẩm gội rất là cứng tóc.mùi thơm như kiểu hoá chất. Chất lượng sản phẩm rất kém.,1
Tiền nào của đó.,1
Nói thật với mọi người mua cuốn này về mình đọc được nửa cuốn là không đọc nữa. Có lẽ do mình quen đọc tiểu thuyết rồi nên cuốn này không phù hợp nhưng mà thế quái nào mình thất tình nhưng đọc cũng không thấm. :),1
Mũ mỏng quâ,0
Ring giá rẻ cầm chắc tay. ,0
#ERROR!,1
Chất lượng sản phẩm rất kém shop k uy tín bảo có pin dự phòng đi kèm mà không có làm ăn vớ vẩn,1
Có chống sốc đâu treo đầu dê bán thịt chó ah Rất không đáng tiền,1
Đồng hồ dễ thương lắm ạ còn kèm quà tặng với hộp nữa.,0
Sp giao hàng sớm . Chất lượng chưa biết nhưng thấy giao hàng nhanh thì mình rất thích . Còn chất lượng phải dùng tiếp sẽ đánh giá sau. Nếu ok mình sẽ đặt cho bé tiếp ở shop này. Cho 5* về chất lượng phục vụ ,0
Bộ thô chấm bi tay bèo size rất nhỏ. Ghi 18-19kg mặc vừa mà bé nhà mình 15kg mặc k vừa. Chất vải mỏng kém chất lượng,1
Mỏng. Các cạnh sắc. K nên cho bé dùng 1 mình,1
Sản phẩm đẹp giống hình shop vui vẻ nhiệt tình,0
Đáng tiền đấy!,0
"Mình nghĩ bút kĩ thuật với giá 14000 là khá rẻ. Nhưng nếu cho mình chọn mua lại thì mình sẽ không mua bút kĩ thuật marvy nữa.Mình mua ngòi 0.1 mà 0.05 nhưng hầu như không có độ chênh lệch về nét to nhỏ. Hơn nữa bút viết không được trơn tru lắm, theo mình là hơi gai. MÌnh đang viết bút PIN mà chuyển sang bút này chán hẳn  Thân.",1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh san pham chưa dùng nên chưa đánh giá dc,0
Shop giao hàng nhanh Gói rất kĩ và đẹp  Sản phẩm tốt giá tốt  Sẽ ủng hộ tiếp lần sau,0
Giày đẹp lắm có điều mùi nhựa ngửi k nổi. Shop phục vụ rất tốt,0
hơi khác,1
Giày đẹp cực luôn đó ạ😁😍😍😍😍 Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,0
. Chất lượng của sản phẩm phù hợp với giá tiền   Có thể hãng cần nghiên cứu sao cho cục sạc ít nóng trong quá trình sạc vì hiện nay khi sạc cục sạc rất nóng nên tâm lý người sử dụng sợ nó cháy nổ .,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt màu son rất cưng mình cứ sợ màu sẽ đậm nhưng ko màu dễ thương lắm mùi thơm nhưng vị ngọt ngọt nói chung rất hài lòng,0
Khô gà ngon lắm ạ. Đóng hộp này tiện và đẹp hơn túi zip nhiều. Mình mua đúng đợt sale siêu rẻ luôn k nghĩ là ngon nvay. Mình là 1 ng khẩu vị khá kén đấy ạ 🤣 shop phát huy nha. Ăn hết mình lại mua tiếp 👌,0
Ốp dùng đc 1-2 hôm cái nhẫn bong hết cả màu ra. Ốp thì có chỗ bong hình,1
sách bị chuột gặm như vậy mà tiki cũng đóng gói giao cho khách được. càng ngày càng thấy vọng về chất lượng phục vụ của tiki.sẽ tìm ncc khác để đặt sách. thân,1
Giảm mùi tốt,0
Mình đặt màu số 209 và 214 mà chỉ giao mỗi 214 tuy nhiên sản phẩm được giao hàng chậm,1
